Province,City,District,Neighborhood
Cádiz,Bahía de Cádiz,El Puerto de Santa María,Vistahermosa - Fuentebravía
Cádiz,Campiña de Jerez,Algar,
Cádiz,Campiña de Jerez,Jerez de la Frontera,Avda. Caballero Bonald - San José Obrero - Guadalcacín
Cádiz,Campiña de Jerez,Jerez de la Frontera,Avenida - Divina Pastora - Plaza de Toros
Cádiz,Campiña de Jerez,Jerez de la Frontera,Centro
Cádiz,Campiña de Jerez,Jerez de la Frontera,Chapín - Campus Universitario - Navinco
Cádiz,Campiña de Jerez,Jerez de la Frontera,El Retiro - Parque Atlántico - Ronda este
Cádiz,Campiña de Jerez,Jerez de la Frontera,El Rocío - La Milagrosa
Cádiz,Campiña de Jerez,Jerez de la Frontera,Jerez norte - Montealto - Pozoalbero
Cádiz,Campiña de Jerez,Jerez de la Frontera,Jerez Oeste
Cádiz,Campiña de Jerez,Jerez de la Frontera,Jerez sur
Cádiz,Campiña de Jerez,Jerez de la Frontera,Madre de Dios - Vallesequillo
Cádiz,Campiña de Jerez,Jerez de la Frontera,Pedanías Este
Cádiz,Campiña de Jerez,Jerez de la Frontera,Picadueñas
Cádiz,Campiña de Jerez,San José del Valle,Santiago - Coronación
Cádiz,Campo de Gibraltar,Algeciras,Centro
Cádiz,Campo de Gibraltar,Algeciras,El Rinconcillo - San José Artesano
Cádiz,Campo de Gibraltar,Algeciras,La Granja - La Colina - Los Pastores
Cádiz,Campo de Gibraltar,Algeciras,La Reconquista - El Ensanche
Cádiz,Campo de Gibraltar,Algeciras,Los Pinos
Cádiz,Campo de Gibraltar,Algeciras,Puerta Europa-Virgen de la Palma-Estación
Cádiz,Campo de Gibraltar,Algeciras,Saladillo - La Piñera
Cádiz,Campo de Gibraltar,Algeciras,San Bernabé
Cádiz,Campo de Gibraltar,Algeciras,San García - La Juliana
Cádiz,Campo de Gibraltar,Área de los Barrios - Jimena de la Frontera,Castellar de la Frontera
Cádiz,Campo de Gibraltar,Área de los Barrios - Jimena de la Frontera,Jimena de la Frontera
Cádiz,Campo de Gibraltar,Área de los Barrios - Jimena de la Frontera,Los Barrios
Cádiz,Campo de Gibraltar,Área de los Barrios - Jimena de la Frontera,San Martín del Tesorillo
Cádiz,Campo de Gibraltar,Sotogrande,Puerto de Sotogrande-La Marina
Cádiz,Campo de Gibraltar,Sotogrande,San Enrique-Guadiaro-Pueblo Nuevo
Cádiz,Campo de Gibraltar,Sotogrande,Sotogrande Alto
Cádiz,Campo de Gibraltar,Sotogrande,Sotogrande Costa
Cádiz,Campo de Gibraltar,Sotogrande,Torreguadiaro-San Diego
Cádiz,Campo de Gibraltar,Área de Tarifa,
Cádiz,Campo de Gibraltar,La Alcaidesa,
Cádiz,Campo de Gibraltar,La Linea de la Concepcion,
Cádiz,Campo de Gibraltar,San Roque,
Cádiz,Costa noroeste,Trebujena,
Cádiz,Costa noroeste,Chipiona,
Cádiz,Costa noroeste,Rota,
Cádiz,Costa noroeste,Sanlúcar de Barrameda,Ayuntamiento-Barrio Alto
Cádiz,Costa noroeste,Sanlúcar de Barrameda,Bonanza-Avda de Huelva-Bº Andalucia
Cádiz,Costa noroeste,Sanlúcar de Barrameda,Centro-Calzada-Cabo Noval
Cádiz,Costa noroeste,Sanlúcar de Barrameda,Ctra Jerez-Ctra del Puerto
Cádiz,Costa noroeste,Sanlúcar de Barrameda,El Pino-Bajo de Guía
Cádiz,Costa noroeste,Sanlúcar de Barrameda,La Jara
Cádiz,Costa noroeste,Sanlúcar de Barrameda,Las Palmeras-Dehesilla
Cádiz,Costa noroeste,Sanlúcar de Barrameda,Martín Miguel
Cádiz,Costa noroeste,Sanlúcar de Barrameda,Monteolivete-Camino Sevilla
Cádiz,Costa noroeste,Sanlúcar de Barrameda,V Centenario-Piletas-Capuchinos
Cádiz,La Janda,Barbate,
Cádiz,La Janda,Conil de la Frontera,
Cádiz,La Janda,Área de Medina Sidonia,
Cádiz,La Janda,Área de Vejer de la Frontera,
Cádiz,La Janda,Zahara de los Atunes,
Cádiz,Sierra de Cádiz,Arcos de la Frontera,
Cádiz,Sierra de Cádiz,Área de Grazalema,
Cádiz,Sierra de Cádiz,Área de Olvera,
Cádiz,Sierra de Cádiz,Ubrique,
Cádiz,Sierra de Cádiz,Área de Villamartín,
Cantabria,Área de San Vicente de la Barquera,,
Cantabria,Área de Santander,Santa Cruz de Bezana,
Cantabria,Área de Santander,Área de el Astillero,
Cantabria,Área de Santander,Área de Miengo,
Cantabria,Área de Santander,Piélagos,
Cantabria,Área de Santander,Área de Villaescusa,
Cantabria,Área de Santander,Camargo,
Cantabria,Área de Santander,Santander,Alisal - Cazoña - San Román
Cantabria,Área de Santander,Santander,Castilla - Hermida
Cantabria,Área de Santander,Santander,Centro - Ayuntamiento
Cantabria,Área de Santander,Santander,Cuatro Caminos
Cantabria,Área de Santander,Santander,Cueto
Cantabria,Área de Santander,Santander,El Sardinero
Cantabria,Área de Santander,Santander,General Dávila
Cantabria,Área de Santander,Santander,La Pereda
Cantabria,Área de Santander,Santander,Los Castros
Cantabria,Área de Santander,Santander,Monte
Cantabria,Área de Santander,Santander,Numancia - San Fernando
Cantabria,Área de Santander,Santander,Peñacastillo - Nuevamontaña
Cantabria,Área de Santander,Santander,Puerto Chico
Cantabria,Área de Santander,Santander,Valdenoja
Cantabria,Asón-Agüera,Alto Asón-Valle de Villaverde,
Cantabria,Asón-Agüera,Ampuero,
Cantabria,Asón-Agüera,Guriezo,
Cantabria,Asón-Agüera,Limpias,
Cantabria,Asón-Agüera,Ramales de la Victoria,
Cantabria,Asón-Agüera,Rasines,
Cantabria,Besaya,Área de los Corrales de Buena,
Cantabria,Besaya,Área de Molledo,
Cantabria,Besaya,Polanco,
Cantabria,Besaya,Suances,
Cantabria,Besaya,Torrelavega,
Cantabria,Campoo-Los Valles,Área de Reinosa,
Cantabria,Campoo-Los Valles,Santiurde - Campo de Yuso - Las Rozas,
Cantabria,Campoo-Los Valles,Valdeolea - Valdeprado del Río - Valderredible,
Cantabria,Costa Occidental,Alfoz de Lloredo-Ruiloba,
Cantabria,Costa Occidental,Área de Cabezón de la Sal,
Cantabria,Costa Occidental,Comillas,
Cantabria,Costa Occidental,Reocín,
Cantabria,Costa Occidental,Santillana de Mar,
Cantabria,Costa Oriental,Castro-Urdiales,Baltezana-Ontón
Cantabria,Costa Oriental,Castro-Urdiales,Brazomar
Cantabria,Costa Oriental,Castro-Urdiales,Centro
Cantabria,Costa Oriental,Castro-Urdiales,Cotolino
Cantabria,Costa Oriental,Castro-Urdiales,Mioño-Santullán
Cantabria,Costa Oriental,Castro-Urdiales,Oriñón-Allendagua
Cantabria,Costa Oriental,Castro-Urdiales,Otañes
Cantabria,Costa Oriental,Castro-Urdiales,Playa Ostende
Cantabria,Costa Oriental,Castro-Urdiales,Samano
Cantabria,Costa Oriental,Colindres,
Cantabria,Costa Oriental,Laredo,
Cantabria,Costa Oriental,Liendo,
Cantabria,Área de Liébana,,
Cantabria,Área de Saja - Nansa,,
Cantabria,Trasmiera,Área de Arnuero-Isla,
Cantabria,Trasmiera,Área de Bareyo,
Cantabria,Trasmiera,Área de Entrambasaguas,
Cantabria,Trasmiera,Área de Medio Cudeyo,
Cantabria,Trasmiera,Ribamontan al Mar,
Cantabria,Trasmiera,Argoños-Escalante,
Cantabria,Trasmiera,Barcena de Cicero,
Cantabria,Trasmiera,Hazas de Cesto-Solozano,
Cantabria,Trasmiera,Liérganes-Riotuerto-Miera,
Cantabria,Trasmiera,Marina de Cudeyo,
Cantabria,Trasmiera,Meruelo,
Cantabria,Trasmiera,Noja,
Cantabria,Trasmiera,Ribamontan al Monte,
Cantabria,Trasmiera,Santoña,
Cantabria,Trasmiera,Voto,
Cantabria,Valles Pasiegos,Área de Toranzo,
Cantabria,Valles Pasiegos,Área de Vilafrufre-San Roque de Riomera,
Cantabria,Valles Pasiegos,Luena-San Pedro-Vega de Pas,
Cantabria,Valles Pasiegos,Puente Viesgo-Castañeda,
Cantabria,Valles Pasiegos,Santa Maria de Cayon,
Castellón,Alt Maestrat,,
Castellón,Alto Mijares,,
Castellón,Alto Palancia,Altura,
Castellón,Alto Palancia,Área de Viver,
Castellón,Alto Palancia,Jérica,
Castellón,Alto Palancia,Segorbe,
Castellón,Alto Palancia,Serra d'Espadà,
Castellón,Baix Maestrat,Área de Alcossebre,Alcalá de Chivert
Castellón,Baix Maestrat,Área de Alcossebre,Alcossebre
Castellón,Baix Maestrat,Área de Rossell,
Castellón,Baix Maestrat,Área de San Jorge,Calig
Castellón,Baix Maestrat,Área de San Jorge,Cervera del Maestre
Castellón,Baix Maestrat,Área de San Jorge,San Jorge
Castellón,Baix Maestrat,Área de San Jorge,Santa Magdalena de Pulpis
Castellón,Baix Maestrat,Benicarló,Zona Mar Chica
Castellón,Baix Maestrat,Benicarló,Zona Papa Luna
Castellón,Baix Maestrat,Benicarló,Zona Pueblo
Castellón,Baix Maestrat,Benicarló,Zona Puerto Playa
Castellón,Baix Maestrat,Peñíscola,Casco Antiguo
Castellón,Baix Maestrat,Peñíscola,Centro
Castellón,Baix Maestrat,Peñíscola,Costa sur
Castellón,Baix Maestrat,Peñíscola,La Volta
Castellón,Baix Maestrat,Peñíscola,Las Atalayas - Urmi - Cerro Mar
Castellón,Baix Maestrat,Peñíscola,Llandels
Castellón,Baix Maestrat,Peñíscola,Playa norte
Castellón,Baix Maestrat,Vinarós,Cala Puntal - Zona Costa sur
Castellón,Baix Maestrat,Vinarós,Casco Urbano
Castellón,Baix Maestrat,Vinarós,Vistabella - Closa de Vinarós
Castellón,Baix Maestrat,Vinarós,Zona Boverals
Castellón,Baix Maestrat,Vinarós,Zona Costa norte
Castellón,Baix Maestrat,Vinarós,Zona Salinas
Castellón,Els Ports,,
Castellón,L'Alcalaten,Alcora,
Castellón,L'Alcalaten,Área de Chodos,
Castellón,L'Alcalaten,Área de Lucena del Cid,
Castellón,Plana Alta,Almazora,Centro
Castellón,Plana Alta,Almazora,La Vila-Darremur
Castellón,Plana Alta,Almazora,Les Boqueres-Zona norte
Castellón,Plana Alta,Almazora,Playa de Almazora-Ben Afeli
Castellón,Plana Alta,Área de Benlloch,
Castellón,Plana Alta,Área de Borriol,
Castellón,Plana Alta,Cabanes,
Castellón,Plana Alta,Torreblanca,
Castellón,Plana Alta,El Grau de Castelló,
Castellón,Plana Alta,Benicasim,Benicassim Golf
Castellón,Plana Alta,Benicasim,Curva
Castellón,Plana Alta,Benicasim,Els Terrers
Castellón,Plana Alta,Benicasim,Heliópolis - Eurosol
Castellón,Plana Alta,Benicasim,Montornes - Las Palmas - El Refugio
Castellón,Plana Alta,Benicasim,Pueblo
Castellón,Plana Alta,Benicasim,Torreón - La Almadraba
Castellón,Plana Alta,Benicasim,Voramar
Castellón,Plana Alta,Castellón de la Plana,Centro
Castellón,Plana Alta,Castellón de la Plana,Este
Castellón,Plana Alta,Castellón de la Plana,Norte
Castellón,Plana Alta,Castellón de la Plana,Oeste
Castellón,Plana Alta,Castellón de la Plana,Parque Sensal
Castellón,Plana Alta,Castellón de la Plana,Sur
Castellón,Plana Alta,Oropesa del Mar,El Balcó - Jaume I
Castellón,Plana Alta,Oropesa del Mar,Marina d'Or
Castellón,Plana Alta,Oropesa del Mar,Torre Bellver - La Renegá - Les Platgete'S
Castellón,Plana Alta,Oropesa del Mar,Zona Centro
Castellón,Plana Alta,Oropesa del Mar,Zona Playa de la Concha
Castellón,Plana Alta,Oropesa del Mar,Zona Playa Morro de Gos
Castellón,Plana Alta,Sant Joan de Moró,
Castellón,Plana Alta,Vall d'Alba,
Castellón,Plana Alta,Villafamés,
Castellón,Plana Baixa,,
Ceuta,Hacho - San Amaro,,
Ceuta,Zona Centro,,
Ceuta,Zona Muelle - Extrarradio,,
Ciudad Real,Área de Alcudia,,
Ciudad Real,Calatrava,Área de Almagro,
Ciudad Real,Calatrava,Área de Argamasilla,
Ciudad Real,Calatrava,Área de Carrión,
Ciudad Real,Calatrava,Área de Poblete,
Ciudad Real,Calatrava,Ciudad Real,Centro - Plaza Mayor
Ciudad Real,Calatrava,Ciudad Real,Ciudad Jardín
Ciudad Real,Calatrava,Ciudad Real,El Perchel
Ciudad Real,Calatrava,Ciudad Real,El Torreón - Los Ángeles - El Pilar
Ciudad Real,Calatrava,Ciudad Real,La Guija
Ciudad Real,Calatrava,Ciudad Real,La Morería
Ciudad Real,Calatrava,Ciudad Real,La Poblachuela
Ciudad Real,Calatrava,Ciudad Real,Larache
Ciudad Real,Calatrava,Ciudad Real,Los Rosales
Ciudad Real,Calatrava,Ciudad Real,Nuevo Hospital
Ciudad Real,Calatrava,Ciudad Real,Nuevo Parque
Ciudad Real,Calatrava,Ciudad Real,Plaza de Toros
Ciudad Real,Calatrava,Ciudad Real,Puerta de Toledo - Atalaya
Ciudad Real,Calatrava,Ciudad Real,Santa María-Pio XII
Ciudad Real,Calatrava,Miguelturra,
Ciudad Real,Calatrava,Puertollano,Centro
Ciudad Real,Calatrava,Puertollano,Ctra de Córdoba - Libertad
Ciudad Real,Calatrava,Puertollano,El Poblado - Abulagar
Ciudad Real,Calatrava,Puertollano,Las Mercedes - El Carmen
Ciudad Real,Calatrava,Puertollano,Pau 2 - 600
Ciudad Real,La Mancha,Área de Alcázar de San Juan,Alcazar de San Juan
Ciudad Real,La Mancha,Área de Alcázar de San Juan,Herencia
Ciudad Real,La Mancha,Área de Daimiel,Daimiel
Ciudad Real,La Mancha,Área de Daimiel,Villarrubia de los Ojos
Ciudad Real,La Mancha,Área de Manzanares,La Solana
Ciudad Real,La Mancha,Área de Manzanares,Llanos del Caudillo
Ciudad Real,La Mancha,Área de Manzanares,Manzanares
Ciudad Real,La Mancha,Área de Manzanares,Membrilla
Ciudad Real,La Mancha,Argamasilla-Ruidera,
Ciudad Real,La Mancha,Campo de Criptana-Pedro Muñoz,
Ciudad Real,La Mancha,Socuéllamos,
Ciudad Real,La Mancha,Tomelloso,
Ciudad Real,La Mancha,Valdepeñas,
Ciudad Real,Área de los Montes,,
Ciudad Real,Área de Montiel,,
Ciudad Real,Área de Sierra Morena,,
Córdoba,Área del Alto Guadalquivir,Adamuz,
Córdoba,Área del Alto Guadalquivir,Bujalance,
Córdoba,Área del Alto Guadalquivir,Cañete de las Torres,
Córdoba,Área del Alto Guadalquivir,El Carpio,
Córdoba,Área del Alto Guadalquivir,Montoro,
Córdoba,Área del Alto Guadalquivir,Pedro Abad,
Córdoba,Área del Alto Guadalquivir,Villa del Río,
Córdoba,Área del Alto Guadalquivir,Villafranca de Cordoba,
Córdoba,Alto Guadiato,,
Córdoba,Campiña sur-Campiña este,Área de Aguilar de la Frontera,
Córdoba,Campiña sur-Campiña este,Área de Baena,
Córdoba,Campiña sur-Campiña este,Puente Genil,
Córdoba,Campiña sur-Campiña este,Fernán Núñez-Monte Mayor,
Córdoba,Córdoba,Brillante - Trassierra - Naranjo,
Córdoba,Córdoba,Brillante - Trassierra - Naranjo,
Córdoba,Córdoba,Brillante - Trassierra - Naranjo,
Córdoba,Córdoba,Brillante - Trassierra - Naranjo,
Córdoba,Córdoba,Campo de la Verdad,
Córdoba,Córdoba,Centro - Casco Histórico,Casco Histórico - Corredera - Ribera
Córdoba,Córdoba,Centro - Casco Histórico,Casco Histórico - Ollerías - Marrubial
Córdoba,Córdoba,Centro - Casco Histórico,Centro
Córdoba,Córdoba,Centro - Casco Histórico,Cercadilla - Medina Azahara
Córdoba,Córdoba,Centro - Casco Histórico,El Vial - Ronda de Tejares
Córdoba,Córdoba,Centro - Casco Histórico,Judería - San Basilio
Córdoba,Córdoba,Centro - Casco Histórico,San Cayetano
Córdoba,Córdoba,Ciudad Jardín,
Córdoba,Córdoba,Fuensanta - Zona Arcángel,
Córdoba,Córdoba,Levante - Lepanto - Fátima,Alcolea
Córdoba,Córdoba,Levante - Lepanto - Fátima,El Cairo
Córdoba,Córdoba,Levante - Lepanto - Fátima,Fátima - Campiñuela
Córdoba,Córdoba,Levante - Lepanto - Fátima,La Viñuela
Córdoba,Córdoba,Levante - Lepanto - Fátima,Levante
Córdoba,Córdoba,Noreña - Figueroa,Carretera Trassierra - Colonia de la Paz
Córdoba,Córdoba,Noreña - Figueroa,Miralbaida - Parque Azahara
Córdoba,Córdoba,Noreña - Figueroa,Noreña - Turruñuelos
Córdoba,Córdoba,Noreña - Figueroa,Tablero
Córdoba,Córdoba,Periurbano Oeste,El Higuerón
Córdoba,Córdoba,Periurbano Oeste,Encinarejo de Córdoba
Córdoba,Córdoba,Periurbano Oeste,Villarrubia
Córdoba,Córdoba,Santa Rosa - Valdeolleros,
Córdoba,Córdoba,Sector Sur - Santa Cruz,
Córdoba,Córdoba,Zoco - Poniente - Vistalegre,
Córdoba,La Subbética,Área de Benameji-Encinas Reales,
Córdoba,La Subbética,Área de Cabra-Rute,Cabra
Córdoba,La Subbética,Área de Cabra-Rute,Iznajar
Córdoba,La Subbética,Área de Cabra-Rute,Rute
Córdoba,La Subbética,Lucena,Centro
Córdoba,La Subbética,Lucena,El Carmen - La Barrera
Córdoba,La Subbética,Lucena,El Valle
Córdoba,La Subbética,Lucena,Hoya del Molino
Córdoba,La Subbética,Lucena,Jauja
Córdoba,La Subbética,Lucena,Las Tinajerías - Juderías
Córdoba,La Subbética,Lucena,Las Vegas - Campoaras
Córdoba,La Subbética,Lucena,Navas del Sepillar
Córdoba,La Subbética,Lucena,Poleares
Córdoba,La Subbética,Lucena,San Francisco
Córdoba,La Subbética,Área de Priego de Córdoba,
Córdoba,Los Pedroches,,
Córdoba,Vega del Guadalquivir,Almodovar del Río,
Córdoba,Vega del Guadalquivir,Área de Carlota-La Victoria,
Córdoba,Vega del Guadalquivir,Área de Hornachuelos-Posadas,
Córdoba,Vega del Guadalquivir,Palma del Río,
Córdoba,Vega del Guadalquivir,Fuente Palmera,
Córdoba,Vega del Guadalquivir,Guadalcazar,
Cuenca,Área de la Alcarria,,
Cuenca,Mancha Alta,Área de Horcajo de Santiago,
Cuenca,Mancha Alta,Área de Montalbo - Honrubia,
Cuenca,Mancha Alta,Área de Tarancón,
Cuenca,Área de Mancha Baja,,
Cuenca,Área de Manchuela,,
Cuenca,Área de Serranía Alta,,
Cuenca,Área de Serranía Baja,,
Cuenca,Serranía Media,Área de Arcas,
Cuenca,Serranía Media,Área de Villalba de la Sierra,
Cuenca,Serranía Media,Cuenca,
Girona,Alt Empordà,Área de Boadella,
Girona,Alt Empordà,Cadaqués,
Girona,Alt Empordà,Castelló d'Empúries,
Girona,Alt Empordà,Figueres,Centre
Girona,Alt Empordà,Figueres,Creu de la Ma - Rally Sur
Girona,Alt Empordà,Figueres,Fossos - Ctra. Rose
Girona,Alt Empordà,Figueres,L'Eixample
Girona,Alt Empordà,Figueres,Marca del Ham - Vilatenim
Girona,Alt Empordà,Figueres,Parc Bosc - Castell
Girona,Alt Empordà,Figueres,Poblenou - L'Oliva Gran
Girona,Alt Empordà,Área de l'Albera,
Girona,Alt Empordà,Llançà,
Girona,Alt Empordà,Área de Peralada-Cabanes,
Girona,Alt Empordà,Área de Vilafant,
Girona,Alt Empordà,El Port de la Selva,
Girona,Alt Empordà,Empuriabrava,Alberes
Girona,Alt Empordà,Empuriabrava,Cap Ras - Creus - Falconera
Girona,Alt Empordà,Empuriabrava,Carlit - Montseny
Girona,Alt Empordà,Empuriabrava,Carmençó
Girona,Alt Empordà,Empuriabrava,Francolí - Freser - Noguera
Girona,Alt Empordà,Empuriabrava,Montgrí
Girona,Alt Empordà,Empuriabrava,Moxó - Sant Mori
Girona,Alt Empordà,Empuriabrava,Muga - Gran Reserva - Badia
Girona,Alt Empordà,Empuriabrava,Peni
Girona,Alt Empordà,Empuriabrava,Port Banyuls - Port Alegre - Port Empordà
Girona,Alt Empordà,Empuriabrava,Port Grec - Port Moxó
Girona,Alt Empordà,Empuriabrava,Puigmal - Mas Nou
Girona,Alt Empordà,Empuriabrava,Requesens
Girona,Alt Empordà,Empuriabrava,Salins - Cavall de Mar
Girona,Alt Empordà,Empuriabrava,Sant Maurici
Girona,Alt Empordà,Empuriabrava,Segre - Ebre - Ter
Girona,Alt Empordà,Empuriabrava,Tordera - Fluvià - Llobregat
Girona,Alt Empordà,L'Escala,
Girona,Alt Empordà,Llado - Navata,
Girona,Alt Empordà,Portbou - Colera,
Girona,Alt Empordà,Roses,Centre
Girona,Alt Empordà,Roses,Els Grecs - Mas Oliva
Girona,Alt Empordà,Roses,Nord
Girona,Alt Empordà,Roses,Port Esportiu - Puig Rom - Canyelles
Girona,Alt Empordà,Roses,Salatar
Girona,Alt Empordà,Roses,Santa Margarida
Girona,Alt Empordà,Sant Pere Pescador,
Girona,Alt Empordà,Torroella - Ventalló,
Girona,Baix Empordà,Área de la Bisbal d'Empordà,
Girona,Baix Empordà,Torroella de Montgrí,
Girona,Baix Empordà,Área de Verges-Corça,
Girona,Baix Empordà,Begur,Aiguafreda - Sa Tuna
Girona,Baix Empordà,Begur,Begur
Girona,Baix Empordà,Begur,Fornells - Aiguablava
Girona,Baix Empordà,Begur,Residencial Begur - Esclanyà
Girona,Baix Empordà,Begur,Sa Riera - Sa Fontansa
Girona,Baix Empordà,Calonge,Cabanyes-Mas Ambrós-Mas Pallí
Girona,Baix Empordà,Calonge,Calonge Poble
Girona,Baix Empordà,Calonge,Mas Pere-Río de Oro
Girona,Baix Empordà,Calonge,Puig Ses Forques-Torre Colomina
Girona,Baix Empordà,Calonge,Sant Antoni
Girona,Baix Empordà,Calonge,Torre Valentina-Mas Vilar de La Mutxada-Treumal
Girona,Baix Empordà,Castell-Platja d'Aro,Castell d'Aro
Girona,Baix Empordà,Castell-Platja d'Aro,Platja d'Aro
Girona,Baix Empordà,Castell-Platja d'Aro,S'Agaró
Girona,Baix Empordà,Mont-Ras - Vall-Llobrega,
Girona,Baix Empordà,Palafrugell,Calella
Girona,Baix Empordà,Palafrugell,Llafranc
Girona,Baix Empordà,Palafrugell,Llofriu-Barceloneta
Girona,Baix Empordà,Palafrugell,Tamariu
Girona,Baix Empordà,Palafrugell,Vila de Palafrugell
Girona,Baix Empordà,Palamós,Avinguda Catalunya
Girona,Baix Empordà,Palamós,Centre-El Pedró
Girona,Baix Empordà,Palamós,La Fosca-Cala Margarida
Girona,Baix Empordà,Palamós,Platja Gran
Girona,Baix Empordà,Palamós,Sant Joan-Vilarromà
Girona,Baix Empordà,Pals,
Girona,Baix Empordà,Regencós,
Girona,Baix Empordà,Sant Feliu de Guíxols,Barri de Tueda
Girona,Baix Empordà,Sant Feliu de Guíxols,Casa Nova - Sant Amanç - Pedralta
Girona,Baix Empordà,Sant Feliu de Guíxols,Centre
Girona,Baix Empordà,Sant Feliu de Guíxols,L'Eixample
Girona,Baix Empordà,Sant Feliu de Guíxols,Port Salvi - Puntabrava
Girona,Baix Empordà,Sant Feliu de Guíxols,Sant Pol - Volta de l'Ametller
Girona,Baix Empordà,Sant Feliu de Guíxols,Vilartagues i Tueda de Dalt
Girona,Baix Empordà,Santa Cristina d'Aro,El Mas Trempat
Girona,Baix Empordà,Santa Cristina d'Aro,Golf Costa Brava - Bufaganyes
Girona,Baix Empordà,Santa Cristina d'Aro,Les Teules - Mas Pla
Girona,Baix Empordà,Santa Cristina d'Aro,Rosamar
Girona,Baix Empordà,Santa Cristina d'Aro,Santa Cristina Poble
Girona,Baix Empordà,Santa Cristina d'Aro,Urbanitzacions del nord
Girona,Gironès,Área de Bescanó,
Girona,Gironès,Área de Celrá,
Girona,Gironès,Girona,Barri Vell
Girona,Gironès,Girona,Carme-Vistalegre
Girona,Gironès,Girona,Devesa
Girona,Gironès,Girona,Eixample
Girona,Gironès,Girona,Fontajau-Domeny
Girona,Gironès,Girona,Migdia Casernes
Girona,Gironès,Girona,Montilivi-Pericot
Girona,Gironès,Girona,Montjuïc
Girona,Gironès,Girona,Palau
Girona,Gironès,Girona,Pont Major-Pedret
Girona,Gironès,Girona,Sant Daniel-Vila Roja
Girona,Gironès,Girona,Sant Narcís
Girona,Gironès,Girona,Santa Eugenia
Girona,Gironès,Girona,Talaia - Germans Sabat
Girona,Gironès,Área de Llagostera,Cassà de la Selva
Girona,Gironès,Área de Llagostera,Llagostera
Girona,Gironès,Área de Llagostera,Sant Andreu Salou
Girona,Gironès,Área de Quart,
Girona,Gironès,Área de Sant Gregori,
Girona,Gironès,Salt,
Girona,La Cerdanya,Alp,
Girona,La Cerdanya,Área de Ger-Bolvir,
Girona,La Cerdanya,Fontanals-Das-Urús,
Girona,La Cerdanya,Llívia,
Girona,La Cerdanya,Puigcerdà,
Girona,La Garrotxa,Área de Castellfollit de la Roca,
Girona,La Garrotxa,Olot,
Girona,La Garrotxa,Área de Vall d'En Bas,
Girona,La Selva,Arbúcies,
Girona,La Selva,Área de Anglès-Vilobí d'Onyar,
Girona,La Selva,Área de Riells - Breda,
Girona,La Selva,Área de Sant Feliu - Hostalric - Massanes,
Girona,La Selva,Blanes,Cala Sant Francesc - Santa Cristina
Girona,La Selva,Blanes,Centre
Girona,La Selva,Blanes,Els Pavos
Girona,La Selva,Blanes,Els Pins
Girona,La Selva,Blanes,La Plantera
Girona,La Selva,Blanes,Mont Ferrant - Sant Joan
Girona,La Selva,Blanes,Semicentre
Girona,La Selva,Blanes,Urbanitzacions
Girona,La Selva,Caldes de Malavella,
Girona,La Selva,Lloret de Mar,Barri Dels Pescadors
Girona,La Selva,Lloret de Mar,Can Carbó - Mas Baell
Girona,La Selva,Lloret de Mar,Can Sabata
Girona,La Selva,Lloret de Mar,Canyelles
Girona,La Selva,Lloret de Mar,Casc Antic
Girona,La Selva,Lloret de Mar,Comtat de Jaruco - Puigventós
Girona,La Selva,Lloret de Mar,El Molí - El Rieral
Girona,La Selva,Lloret de Mar,Fenals
Girona,La Selva,Lloret de Mar,Montgoda
Girona,La Selva,Lloret de Mar,Roca Grossa
Girona,La Selva,Lloret de Mar,Santa Clotilde
Girona,La Selva,Lloret de Mar,Serra Brava
Girona,La Selva,Lloret de Mar,Urbanitzacions
Girona,La Selva,Maçanet de la Selva,Maçanet de la Selva poble
Girona,La Selva,Maçanet de la Selva,Mas Altaba-El Molí
Girona,La Selva,Maçanet de la Selva,Montbarbat
Girona,La Selva,Maçanet de la Selva,Residencial Park
Girona,La Selva,Santa Coloma de Farners,
Girona,La Selva,Sierra de las Guillerías,
Girona,La Selva,Sils-Riudarenes,Riudarenes
Girona,La Selva,Sils-Riudarenes,Sils
Girona,La Selva,Tossa de Mar,La Pola i Giverola-Salionç
Girona,La Selva,Tossa de Mar,Santa María de Llorell
Girona,La Selva,Tossa de Mar,Tossa de Mar
Girona,La Selva,Vidreres,Aiguaviva Parc
Girona,La Selva,Vidreres,Centro
Girona,La Selva,Vidreres,La Goba
Girona,La Selva,Vidreres,Terrafortuna - Puig Vento
Girona,Pla de l'Estany,Área de Porqueres,
Girona,Pla de l'Estany,Área de Vilademuls,
Girona,Pla de l'Estany,Banyoles,
Girona,Ripollès,Área de Ripoll,
Girona,Ripollès,Vall de Camprodon,
Girona,Ripollès,Vall de Ribes,
Granada,Alpujarra Granadina,,
Granada,Área de Baza,Baza,
Granada,Área de Baza,Benamaurel,
Granada,Área de Baza,Caniles,
Granada,Área de Baza,Cortes de Baza,
Granada,Área de Baza,Cuevas del Campo,
Granada,Área de Baza,Cullar,
Granada,Área de Baza,Freila,
Granada,Área de Baza,Zujar,
Granada,Área de Granada,Albolote,
Granada,Área de Granada,Alhendin,Carretera de Granada-La Alcazaba
Granada,Área de Granada,Alhendin,Urbanizaciones
Granada,Área de Granada,Alhendin,Zona Ayuntamiento
Granada,Área de Granada,Alhendin,Zona Polideportivo
Granada,Área de Granada,Área de Alfacar,
Granada,Área de Granada,Atarfe,Cármenes - Ríos
Granada,Área de Granada,Atarfe,Centro
